year,population_group,age,number
2011,jews_and_others_female,5-9,254300
2011,jews_and_others_female,50,34300
2011,jews_and_others_female,50-54,171500
2011,jews_and_others_female,51,34800
2011,jews_and_others_female,52,34300
2011,jews_and_others_female,53,34100
2011,jews_and_others_female,54,34100
2011,jews_and_others_female,55,34400
2011,jews_and_others_female,55-59,172800
2011,jews_and_others_female,56,34400
2011,jews_and_others_female,57,34300
2011,jews_and_others_female,58,34700
2011,jews_and_others_female,59,35000
2011,jews_and_others_female,6,51800
2011,jews_and_others_female,60,34600
2011,jews_and_others_female,60-64,165200
2011,jews_and_others_female,61,33100
2011,jews_and_others_female,62,31800
2011,jews_and_others_female,63,33000
2011,jews_and_others_female,64,32700.000000000004
2011,jews_and_others_female,65,27400
2011,jews_and_others_female,65-69,102800
2011,jews_and_others_female,66,21800
2011,jews_and_others_female,67,18600
2011,jews_and_others_female,68,17200
2011,jews_and_others_female,69,17700
2011,jews_and_others_female,7,51500
2011,jews_and_others_female,70,18700
2011,jews_and_others_female,70-74,97900
2011,jews_and_others_female,71,19300
2011,jews_and_others_female,72,19900
2011,jews_and_others_female,73,20500
2011,jews_and_others_female,74,19500
2011,jews_and_others_female,75,17900
2011,jews_and_others_female,75-79,80300
2011,jews_and_others_female,76,16700
2011,jews_and_others_female,77,15600
2011,jews_and_others_female,78,15400
2011,jews_and_others_female,79,14700
2011,jews_and_others_female,8,50000
2011,jews_and_others_female,80,14200
2011,jews_and_others_female,80-84,64700
2011,jews_and_others_female,81,13900
2011,jews_and_others_female,82,13000
2011,jews_and_others_female,83,12100
2011,jews_and_others_female,84,11500
2011,jews_and_others_female,85-89,43400
2011,jews_and_others_female,9,48000
2011,jews_and_others_female,90-94,14500
2011,jews_and_others_female,95+,5700
2011,jews_and_others_female,TOTAL,3136900
2011,jews_and_others_male,0,64500
2011,jews_and_others_male,0-4,307600
2011,jews_and_others_male,1,63800
2011,jews_and_others_male,10,49700
2011,jews_and_others_male,10-14,243800
2011,jews_and_others_male,11,49200
2011,jews_and_others_male,12,48400
2011,jews_and_others_male,13,48100
2011,jews_and_others_male,14,48400
2011,jews_and_others_male,15,46700
2011,jews_and_others_male,15-19,227600
2011,jews_and_others_male,16,45800
2011,jews_and_others_male,17,45300
2011,jews_and_others_male,18,45300
2011,jews_and_others_male,19,44400
2011,jews_and_others_male,2,61800
2011,jews_and_others_male,20,43400
2011,jews_and_others_male,20-24,223000
2011,jews_and_others_male,21,43600
2011,jews_and_others_male,22,44500
2011,jews_and_others_male,23,45400
2011,jews_and_others_male,24,46200
2011,jews_and_others_male,25,46700
2011,jews_and_others_male,25-29,230800
2011,jews_and_others_male,26,46500
2011,jews_and_others_male,27,46800
2011,jews_and_others_male,28,46000
2011,jews_and_others_male,29,44700
2011,jews_and_others_male,3,59700
2011,jews_and_others_male,30,43300
2011,jews_and_others_male,30-34,215100
2011,jews_and_others_male,31,42800
2011,jews_and_others_male,32,42200
2011,jews_and_others_male,33,42800
2011,jews_and_others_male,34,44000
2011,jews_and_others_male,35,44100
2011,jews_and_others_male,35-39,207900
2011,jews_and_others_male,36,43000
2011,jews_and_others_male,37,41400
2011,jews_and_others_male,38,39900
2011,jews_and_others_male,39,39600
2011,jews_and_others_male,4,57800
2011,jews_and_others_male,40,39000
2011,jews_and_others_male,40-44,177600
2011,jews_and_others_male,41,37100
2011,jews_and_others_male,42,35400
2011,jews_and_others_male,43,33500
2011,jews_and_others_male,44,32500
2011,jews_and_others_male,45,32600
2011,jews_and_others_male,45-49,159100
2011,jews_and_others_male,46,32400
2011,jews_and_others_male,47,31800
2011,jews_and_others_male,48,31200
2011,jews_and_others_male,49,31100
2011,jews_and_others_male,5,56000
2011,jews_and_others_male,5-9,267500
2011,jews_and_others_male,50,31900
2011,jews_and_others_male,50-54,159000
2011,jews_and_others_male,51,32299.999999999996
2011,jews_and_others_male,52,31800
2011,jews_and_others_male,53,31500
2011,jews_and_others_male,54,31600
2011,jews_and_others_male,55,31700
2011,jews_and_others_male,55-59,158300
2011,jews_and_others_male,56,31500
2011,jews_and_others_male,57,31300
2011,jews_and_others_male,58,31800
2011,jews_and_others_male,59,32000
2011,jews_and_others_male,6,54600
2011,jews_and_others_male,60,31600
2011,jews_and_others_male,60-64,148500
2011,jews_and_others_male,61,30100
2011,jews_and_others_male,62,28500
2011,jews_and_others_male,63,29400
2011,jews_and_others_male,64,29000
2011,jews_and_others_male,65,24400
2011,jews_and_others_male,65-69,90400
2011,jews_and_others_male,66,19700
2011,jews_and_others_male,67,16600
2011,jews_and_others_male,68,14900
2011,jews_and_others_male,69,14800
2011,jews_and_others_male,7,54100
2011,jews_and_others_male,70,15400
2011,jews_and_others_male,70-74,78900
2011,jews_and_others_male,71,15600
2011,jews_and_others_male,72,16000
2011,jews_and_others_male,73,16300
2011,jews_and_others_male,74,15500
2011,jews_and_others_male,75,14100
2011,jews_and_others_male,75-79,60600
2011,jews_and_others_male,76,13000
2011,jews_and_others_male,77,11700
2011,jews_and_others_male,78,11200
2011,jews_and_others_male,79,10600
2011,jews_and_others_male,8,52400
2011,jews_and_others_male,80,10200
2011,jews_and_others_male,80-84,43100
2011,jews_and_others_male,81,9500
2011,jews_and_others_male,82,8500
2011,jews_and_others_male,83,7800
2011,jews_and_others_male,84,7100
2011,jews_and_others_male,85-89,25500
2011,jews_and_others_male,9,50300
2011,jews_and_others_male,90-94,9100
2011,jews_and_others_male,95+,3200
2011,jews_and_others_male,TOTAL,3036600
2011,jews_and_others_total,0,125800
2011,jews_and_others_total,0-4,600500
2011,jews_and_others_total,1,124200
2011,jews_and_others_total,10,96900
2011,jews_and_others_total,10-14,473100
2011,jews_and_others_total,11,95700
2011,jews_and_others_total,12,94300
2011,jews_and_others_total,13,93300
2011,jews_and_others_total,14,92800
2011,jews_and_others_total,15,89400
2011,jews_and_others_total,15-19,439600
2011,jews_and_others_total,16,88200
2011,jews_and_others_total,17,87700
2011,jews_and_others_total,18,87600
2011,jews_and_others_total,19,86700
2011,jews_and_others_total,2,120800
2011,jews_and_others_total,20,86300
2011,jews_and_others_total,20-24,445100
2011,jews_and_others_total,21,87300
2011,jews_and_others_total,22,89100
2011,jews_and_others_total,23,90500
2011,jews_and_others_total,24,91900
2011,jews_and_others_total,25,92800
2011,jews_and_others_total,25-29,459900
2011,jews_and_others_total,26,92600
2011,jews_and_others_total,27,92900
2011,jews_and_others_total,28,91900
2011,jews_and_others_total,29,89800
2011,jews_and_others_total,3,116800
2011,jews_and_others_total,30,87000
2011,jews_and_others_total,30-34,432600
2011,jews_and_others_total,31,85900
2011,jews_and_others_total,32,85000
2011,jews_and_others_total,33,86200
2011,jews_and_others_total,34,88600
2011,jews_and_others_total,35,89000
2011,jews_and_others_total,35-39,419900
2011,jews_and_others_total,36,86500
2011,jews_and_others_total,37,83400
2011,jews_and_others_total,38,80800
2011,jews_and_others_total,39,80300
2011,jews_and_others_total,4,112800
2011,jews_and_others_total,40,79100
2011,jews_and_others_total,40-44,360400
2011,jews_and_others_total,41,75100
2011,jews_and_others_total,42,71900
2011,jews_and_others_total,43,68000
2011,jews_and_others_total,44,66300
2011,jews_and_others_total,45,66500
2011,jews_and_others_total,45-49,325100
2011,jews_and_others_total,46,65700
2011,jews_and_others_total,47,64500
2011,jews_and_others_total,48,64000
2011,jews_and_others_total,49,64400.00000000001
2011,jews_and_others_total,5,109000
2011,jews_and_others_total,5-9,521799.99999999994
2011,jews_and_others_total,50,66200
2011,jews_and_others_total,50-54,330500
2011,jews_and_others_total,51,67100
2011,jews_and_others_total,52,66100
2011,jews_and_others_total,53,65600
2011,jews_and_others_total,54,65700
2011,jews_and_others_total,55,66100
2011,jews_and_others_total,55-59,331100
2011,jews_and_others_total,56,65800
2011,jews_and_others_total,57,65600
2011,jews_and_others_total,58,66600
2011,jews_and_others_total,59,67000
2011,jews_and_others_total,6,106500
2011,jews_and_others_total,60,66200
2011,jews_and_others_total,60-64,313700
2011,jews_and_others_total,61,63200
2011,jews_and_others_total,62,60300
2011,jews_and_others_total,63,62400
2011,jews_and_others_total,64,61700
2011,jews_and_others_total,65,51800
2011,jews_and_others_total,65-69,193200
2011,jews_and_others_total,66,41500
2011,jews_and_others_total,67,35200
2011,jews_and_others_total,68,32100
2011,jews_and_others_total,69,32500
2011,jews_and_others_total,7,105600
2011,jews_and_others_total,70,34100
2011,jews_and_others_total,70-74,176700
2011,jews_and_others_total,71,34900
2011,jews_and_others_total,72,35900
2011,jews_and_others_total,73,36800
2011,jews_and_others_total,74,35000
2011,jews_and_others_total,75,31900
2011,jews_and_others_total,75-79,140900
2011,jews_and_others_total,76,29700
2011,jews_and_others_total,77,27300
2011,jews_and_others_total,78,26600
2011,jews_and_others_total,79,25300
2011,jews_and_others_total,8,102400
2011,jews_and_others_total,80,24400
2011,jews_and_others_total,80-84,107900
2011,jews_and_others_total,81,23500
2011,jews_and_others_total,82,21500
2011,jews_and_others_total,83,19800
2011,jews_and_others_total,84,18600
2011,jews_and_others_total,85-89,68900
2011,jews_and_others_total,9,98300
2011,jews_and_others_total,90-94,23600
2011,jews_and_others_total,95+,8900
2011,jews_and_others_total,TOTAL,6173500
2012,all_female,0,82100
2012,all_female,0-4,397700
2012,all_female,1,81400
2012,all_female,10,68200
2012,all_female,10-14,329800
2012,all_female,11,67200
2012,all_female,12,66000
2012,all_female,13,64800
2012,all_female,14,63500
2012,all_female,15,61800
2012,all_female,15-19,299200
2012,all_female,16,60200
2012,all_female,17,59200
2012,all_female,18,59100
2012,all_female,19,58900
2012,all_female,2,80400
2012,all_female,20,58700
2012,all_female,20-24,289900
2012,all_female,21,58400
2012,all_female,22,58000
2012,all_female,23,57600
2012,all_female,24,57200
2012,all_female,25,57400
2012,all_female,25-29,287900
2012,all_female,26,57600
2012,all_female,27,57700
2012,all_female,28,57800
2012,all_female,29,57500
2012,all_female,3,78100
2012,all_female,30,56500
2012,all_female,30-34,278300
2012,all_female,31,56100
2012,all_female,32,56000
2012,all_female,33,54900
2012,all_female,34,54700
2012,all_female,35,55900
2012,all_female,35-39,270900
2012,all_female,36,56200
2012,all_female,37,54600
2012,all_female,38,52800
2012,all_female,39,51500
2012,all_female,4,75700
2012,all_female,40,51000
2012,all_female,40-44,236800
2012,all_female,41,49900
2012,all_female,42,47500
2012,all_female,43,45400
2012,all_female,44,43000
2012,all_female,45,42100
2012,all_female,45-49,206800
2012,all_female,46,42300
2012,all_female,47,41500
2012,all_female,48,40600
2012,all_female,49,40300
2012,all_female,5,73800
2012,all_female,5-9,358500
2012,all_female,50,40400
2012,all_female,50-54,201900
2012,all_female,51,41000
2012,all_female,52,41000
2012,all_female,53,40100
2012,all_female,54,39500
2012,all_female,55,39100
2012,all_female,55-59,194700
2012,all_female,56,39300
2012,all_female,57,39000
2012,all_female,58,38500
2012,all_female,59,38800
2012,all_female,6,71900
2012,all_female,60,38800
2012,all_female,60-64,183400
2012,all_female,61,38400
2012,all_female,62,36200
2012,all_female,63,34200
2012,all_female,64,35700
2012,all_female,65,35500
2012,all_female,65-69,130500
2012,all_female,66,30100
2012,all_female,67,24400
2012,all_female,68,21000
2012,all_female,69,19400
2012,all_female,7,70900
2012,all_female,70,19500
2012,all_female,70-74,103700
2012,all_female,71,20400
2012,all_female,72,20800
2012,all_female,73,21200
2012,all_female,74,21800
2012,all_female,75,20700
2012,all_female,75-79,89000
2012,all_female,76,18900
2012,all_female,77,17400
2012,all_female,78,16100.000000000002
2012,all_female,79,15800
2012,all_female,8,71400
2012,all_female,80,14900
2012,all_female,80-84,67500
2012,all_female,81,14200
2012,all_female,82,13800
2012,all_female,83,12800
2012,all_female,84,11800
2012,all_female,85-89,45600
2012,all_female,9,70400
2012,all_female,90-94,16500
2012,all_female,95+,5700
2012,all_female,TOTAL,3994400
2012,all_male,0,86000
2012,all_male,0-4,417500
2012,all_male,1,85700
2012,all_male,10,71500
2012,all_male,10-14,346700
2012,all_male,11,70800
2012,all_male,12,69600
2012,all_male,13,68100
2012,all_male,14,66700
2012,all_male,15,64900.00000000001
2012,all_male,15-19,314300
2012,all_male,16,63300
2012,all_male,17,62100
2012,all_male,18,62100
2012,all_male,19,61900
2012,all_male,2,84500
2012,all_male,20,61300
2012,all_male,20-24,300300
2012,all_male,21,60600
2012,all_male,22,60100
2012,all_male,23,59600
2012,all_male,24,58800
2012,all_male,25,58400
2012,all_male,25-29,291700
2012,all_male,26,58400
2012,all_male,27,58300
2012,all_male,28,58600
2012,all_male,29,57900
2012,all_male,3,81800
2012,all_male,30,56500
2012,all_male,30-34,276900
2012,all_male,31,55900
2012,all_male,32,55800
2012,all_male,33,54600
2012,all_male,34,54100
2012,all_male,35,55500
2012,all_male,35-39,268400
2012,all_male,36,55600
2012,all_male,37,54200
2012,all_male,38,52400
2012,all_male,39,50700
2012,all_male,4,79400
2012,all_male,40,50000
2012,all_male,40-44,232300
2012,all_male,41,48900
2012,all_male,42,46700
2012,all_male,43,44500
2012,all_male,44,42200
2012,all_male,45,41000
2012,all_male,45-49,201100
2012,all_male,46,41300
2012,all_male,47,40700
2012,all_male,48,39600
2012,all_male,49,38500
2012,all_male,5,77600
2012,all_male,5-9,377000
2012,all_male,50,38100
2012,all_male,50-54,189200
2012,all_male,51,38500
2012,all_male,52,38500
2012,all_male,53,37400
2012,all_male,54,36800
2012,all_male,55,36300
2012,all_male,55-59,179400
2012,all_male,56,36300
2012,all_male,57,35800
2012,all_male,58,35400
2012,all_male,59,35600
2012,all_male,6,75900
2012,all_male,60,35400
2012,all_male,60-64,165800
2012,all_male,61,35000
2012,all_male,62,32900
2012,all_male,63,30800
2012,all_male,64,31800
2012,all_male,65,31400
2012,all_male,65-69,115900
2012,all_male,66,26900
2012,all_male,67,22000
2012,all_male,68,18800
2012,all_male,69,16800
2012,all_male,7,74900
2012,all_male,70,16500
2012,all_male,70-74,84900
2012,all_male,71,17000
2012,all_male,72,17100
2012,all_male,73,17200
2012,all_male,74,17200
2012,all_male,75,16300
2012,all_male,75-79,68000
2012,all_male,76,14800
2012,all_male,77,13400
2012,all_male,78,12000
2012,all_male,79,11500
2012,all_male,8,75000
2012,all_male,80,10700
2012,all_male,80-84,46200
2012,all_male,81,10200
2012,all_male,82,9400
2012,all_male,83,8300
2012,all_male,84,7500
2012,all_male,85-89,26700
2012,all_male,9,73600
2012,all_male,90-94,10500
2012,all_male,95+,3400
2012,all_male,TOTAL,3916100
2012,all_total,0,168100
2012,all_total,0-4,815200
2012,all_total,1,167100
2012,all_total,10,139700
2012,all_total,10-14,676400
2012,all_total,11,138000
2012,all_total,12,135600
2012,all_total,13,132900
2012,all_total,14,130199.99999999999
2012,all_total,15,126700
2012,all_total,15-19,613500
2012,all_total,16,123500
2012,all_total,17,121300
2012,all_total,18,121200
2012,all_total,19,120800
2012,all_total,2,164900
2012,all_total,20,120000
2012,all_total,20-24,590300
2012,all_total,21,119000
2012,all_total,22,118100
2012,all_total,23,117200
2012,all_total,24,116000
2012,all_total,25,115800
2012,all_total,25-29,579600
2012,all_total,26,116000
2012,all_total,27,116000
2012,all_total,28,116400
2012,all_total,29,115400
2012,all_total,3,160000
2012,all_total,30,113000
2012,all_total,30-34,555200
2012,all_total,31,112100
2012,all_total,32,111800
2012,all_total,33,109500
2012,all_total,34,108800
2012,all_total,35,111400
2012,all_total,35-39,539300
2012,all_total,36,111700
2012,all_total,37,108800
2012,all_total,38,105200
2012,all_total,39,102200
2012,all_total,4,155100
2012,all_total,40,101000
2012,all_total,40-44,469000
2012,all_total,41,98800
2012,all_total,42,94200
2012,all_total,43,89900
2012,all_total,44,85100
2012,all_total,45,83100
2012,all_total,45-49,407900
2012,all_total,46,83600
2012,all_total,47,82200
2012,all_total,48,80200
2012,all_total,49,78800
2012,all_total,5,151400
2012,all_total,5-9,735500
2012,all_total,50,78400
2012,all_total,50-54,391100
2012,all_total,51,79500
2012,all_total,52,79400
2012,all_total,53,77500
2012,all_total,54,76300
2012,all_total,55,75400
2012,all_total,55-59,374100
2012,all_total,56,75500
2012,all_total,57,74800
2012,all_total,58,73900
2012,all_total,59,74400
2012,all_total,6,147800
2012,all_total,60,74300
2012,all_total,60-64,349100
2012,all_total,61,73400
2012,all_total,62,69000
2012,all_total,63,65000
2012,all_total,64,67500
2012,all_total,65,66900
2012,all_total,65-69,246400
2012,all_total,66,57000
2012,all_total,67,46500
2012,all_total,68,39900
2012,all_total,69,36200
2012,all_total,7,145900
2012,all_total,70,36100
2012,all_total,70-74,188700
2012,all_total,71,37400
2012,all_total,72,37800
2012,all_total,73,38400
2012,all_total,74,39000
2012,all_total,75,37100
2012,all_total,75-79,157000
2012,all_total,76,33700
2012,all_total,77,30800
2012,all_total,78,28200
2012,all_total,79,27300
2012,all_total,8,146400
2012,all_total,80,25600
2012,all_total,80-84,113700
2012,all_total,81,24400
2012,all_total,82,23300
2012,all_total,83,21200
2012,all_total,84,19300
2012,all_total,85-89,72300
2012,all_total,9,144000
2012,all_total,90-94,27000
2012,all_total,95+,9100
2012,all_total,TOTAL,7910500
2012,arab_female,0,19200
2012,arab_female,0-4,95900
2012,arab_female,1,19500
2012,arab_female,10,20100
2012,arab_female,10-14,96500
2012,arab_female,11,19900
2012,arab_female,12,19400
2012,arab_female,13,18900
2012,arab_female,14,18300
2012,arab_female,15,17700
2012,arab_female,15-19,83700
2012,arab_female,16,17300
2012,arab_female,17,16700
2012,arab_female,18,16200
2012,arab_female,19,15800
2012,arab_female,2,19500
2012,arab_female,20,15400
2012,arab_female,20-24,71000
2012,arab_female,21,15000
2012,arab_female,22,14500
2012,arab_female,23,13600
2012,arab_female,24,12700
2012,arab_female,25,12100
2012,arab_female,25-29,57400
2012,arab_female,26,11500
2012,arab_female,27,11400
2012,arab_female,28,11300
2012,arab_female,29,11200
2012,arab_female,3,19100
2012,arab_female,30,10800
2012,arab_female,30-34,54900
2012,arab_female,31,10700
2012,arab_female,32,11000
2012,arab_female,33,11200
2012,arab_female,34,11200
2012,arab_female,35,11100
2012,arab_female,35-39,53900
2012,arab_female,36,11100
2012,arab_female,37,10800
2012,arab_female,38,10600
2012,arab_female,39,10400
2012,arab_female,4,18700
2012,arab_female,40,10000
2012,arab_female,40-44,46500
2012,arab_female,41,9700
2012,arab_female,42,9400
2012,arab_female,43,8900
2012,arab_female,44,8500
2012,arab_female,45,8400
2012,arab_female,45-49,40700
2012,arab_female,46,8400
2012,arab_female,47,8300
2012,arab_female,48,8000
2012,arab_female,49,7500
2012,arab_female,5,18700
2012,arab_female,5-9,96400
2012,arab_female,50,7100
2012,arab_female,50-54,31800
2012,arab_female,51,6800
2012,arab_female,52,6300
2012,arab_female,53,5900
2012,arab_female,54,5600
2012,arab_female,55,5100
2012,arab_female,55-59,23400
2012,arab_female,56,5000
2012,arab_female,57,4700
2012,arab_female,58,4400
2012,arab_female,59,4200
2012,arab_female,6,18800
2012,arab_female,60,4000
2012,arab_female,60-64,16700
2012,arab_female,61,4000
2012,arab_female,62,3200
2012,arab_female,63,2600
2012,arab_female,64,2900
2012,arab_female,65,3000
2012,arab_female,65-69,13800
2012,arab_female,66,2900
2012,arab_female,67,2800
2012,arab_female,68,2600
2012,arab_female,69,2400
2012,arab_female,7,18900
2012,arab_female,70,2100
2012,arab_female,70-74,9300
2012,arab_female,71,2000
2012,arab_female,72,1800
2012,arab_female,73,1700
2012,arab_female,74,1700
2012,arab_female,75,1700
2012,arab_female,75-79,6700
2012,arab_female,76,1500
2012,arab_female,77,1300
2012,arab_female,78,1100
2012,arab_female,79,1100
2012,arab_female,8,19700
2012,arab_female,80,900
2012,arab_female,80-84,3900
2012,arab_female,81,800
2012,arab_female,82,800
2012,arab_female,83,700
2012,arab_female,84,600
2012,arab_female,85-89,1700
2012,arab_female,9,20300
2012,arab_female,90-94,600
2012,arab_female,95+,300
2012,arab_female,TOTAL,805400
2012,arab_male,0,20300
2012,arab_male,0-4,100900
2012,arab_male,1,20600
2012,arab_male,10,21100
2012,arab_male,10-14,101700
2012,arab_male,11,21000
2012,arab_male,12,20400
2012,arab_male,13,19900
2012,arab_male,14,19200
2012,arab_male,15,18500
2012,arab_male,15-19,88100
2012,arab_male,16,18100
2012,arab_male,17,17500
2012,arab_male,18,17300
2012,arab_male,19,16800
2012,arab_male,2,20300
2012,arab_male,20,16200
2012,arab_male,20-24,73500
2012,arab_male,21,15600
2012,arab_male,22,14900
2012,arab_male,23,14000
2012,arab_male,24,12900
2012,arab_male,25,12100
2012,arab_male,25-29,58400
2012,arab_male,26,11800
2012,arab_male,27,11700
2012,arab_male,28,11500
2012,arab_male,29,11300
2012,arab_male,3,19900
2012,arab_male,30,11100
2012,arab_male,30-34,55800
2012,arab_male,31,10900
2012,arab_male,32,11100
2012,arab_male,33,11300
2012,arab_male,34,11300
2012,arab_male,35,11300
2012,arab_male,35-39,54900
2012,arab_male,36,11200
2012,arab_male,37,11000
2012,arab_male,38,10800
2012,arab_male,39,10500
2012,arab_male,4,19700
2012,arab_male,40,10100
2012,arab_male,40-44,47000
2012,arab_male,41,9800
2012,arab_male,42,9400
2012,arab_male,43,9100
2012,arab_male,44,8700
2012,arab_male,45,8600
2012,arab_male,45-49,41100
2012,arab_male,46,8700
2012,arab_male,47,8400
2012,arab_male,48,7900
2012,arab_male,49,7500
2012,arab_male,5,19700
2012,arab_male,5-9,101400
2012,arab_male,50,7000
2012,arab_male,50-54,31300
2012,arab_male,51,6700
2012,arab_male,52,6300
2012,arab_male,53,5800
2012,arab_male,54,5500
2012,arab_male,55,5000
2012,arab_male,55-59,22500
2012,arab_male,56,4800
2012,arab_male,57,4500
2012,arab_male,58,4300
2012,arab_male,59,4000
2012,arab_male,6,19700
2012,arab_male,60,3700
2012,arab_male,60-64,15300
2012,arab_male,61,3600
2012,arab_male,62,3000
2012,arab_male,63,2500
2012,arab_male,64,2600
2012,arab_male,65,2800
2012,arab_male,65-69,12700
2012,arab_male,66,2800
2012,arab_male,67,2600
2012,arab_male,68,2400
2012,arab_male,69,2200
2012,arab_male,7,20100
2012,arab_male,70,1900
2012,arab_male,70-74,8500
2012,arab_male,71,1900
2012,arab_male,72,1700
2012,arab_male,73,1500
2012,arab_male,74,1400
2012,arab_male,75,1300
2012,arab_male,75-79,5200
2012,arab_male,76,1200
2012,arab_male,77,1000
2012,arab_male,78,900
2012,arab_male,79,800
2012,arab_male,8,20800
2012,arab_male,80,700
2012,arab_male,80-84,2800
2012,arab_male,81,700
2012,arab_male,82,600
2012,arab_male,83,500
2012,arab_male,84,400
2012,arab_male,85-89,1200
2012,arab_male,9,21000
2012,arab_male,90-94,500
2012,arab_male,95+,400
2012,arab_male,TOTAL,823100
2012,arab_total,0,39500
2012,arab_total,0-4,196800
2012,arab_total,1,40000
2012,arab_total,10,41200
2012,arab_total,10-14,198200
2012,arab_total,11,40900
2012,arab_total,12,39700
2012,arab_total,13,38800
2012,arab_total,14,37600
2012,arab_total,15,36200
2012,arab_total,15-19,171900
2012,arab_total,16,35400
2012,arab_total,17,34300
2012,arab_total,18,33500
2012,arab_total,19,32600
2012,arab_total,2,39900
2012,arab_total,20,31600
2012,arab_total,20-24,144600
2012,arab_total,21,30600
2012,arab_total,22,29300
2012,arab_total,23,27600
2012,arab_total,24,25600
2012,arab_total,25,24200
2012,arab_total,25-29,115800
2012,arab_total,26,23200
2012,arab_total,27,23100
2012,arab_total,28,22900
2012,arab_total,29,22500
2012,arab_total,3,39000
2012,arab_total,30,21900
2012,arab_total,30-34,110600
2012,arab_total,31,21600
2012,arab_total,32,22100
2012,arab_total,33,22500
2012,arab_total,34,22500
2012,arab_total,35,22500
2012,arab_total,35-39,108900
2012,arab_total,36,22300
2012,arab_total,37,21800
2012,arab_total,38,21400
2012,arab_total,39,20900
2012,arab_total,4,38400
2012,arab_total,40,20100
2012,arab_total,40-44,93600
2012,arab_total,41,19500
2012,arab_total,42,18800
2012,arab_total,43,18000
2012,arab_total,44,17200
2012,arab_total,45,17000
2012,arab_total,45-49,81700
2012,arab_total,46,17200
2012,arab_total,47,16800
2012,arab_total,48,15800
2012,arab_total,49,15000
2012,arab_total,5,38500
2012,arab_total,5-9,197800
2012,arab_total,50,14200
2012,arab_total,50-54,63100
2012,arab_total,51,13500
2012,arab_total,52,12600
2012,arab_total,53,11700
2012,arab_total,54,11100
2012,arab_total,55,10100
2012,arab_total,55-59,46000
2012,arab_total,56,9700
2012,arab_total,57,9200
2012,arab_total,58,8700
2012,arab_total,59,8200
2012,arab_total,6,38500
2012,arab_total,60,7700
2012,arab_total,60-64,32000
2012,arab_total,61,7600
2012,arab_total,62,6200
2012,arab_total,63,5100
2012,arab_total,64,5500
2012,arab_total,65,5800
2012,arab_total,65-69,26500
2012,arab_total,66,5700
2012,arab_total,67,5400
2012,arab_total,68,5000
2012,arab_total,69,4600
2012,arab_total,7,39000
2012,arab_total,70,4100
2012,arab_total,70-74,17800
2012,arab_total,71,3800
2012,arab_total,72,3500
2012,arab_total,73,3200
2012,arab_total,74,3100
2012,arab_total,75,3000
2012,arab_total,75-79,11900
2012,arab_total,76,2700
2012,arab_total,77,2300
2012,arab_total,78,2000
2012,arab_total,79,1900
2012,arab_total,8,40500
2012,arab_total,80,1600
2012,arab_total,80-84,6700
2012,arab_total,81,1500
2012,arab_total,82,1400
2012,arab_total,83,1200
2012,arab_total,84,1000
2012,arab_total,85-89,2900
2012,arab_total,9,41300
2012,arab_total,90-94,1100
2012,arab_total,95+,700
2012,arab_total,TOTAL,1628500
2012,jews_and_others_female,0,62900
2012,jews_and_others_female,0-4,301700
2012,jews_and_others_female,1,62000
2012,jews_and_others_female,10,48100
2012,jews_and_others_female,10-14,233300
2012,jews_and_others_female,11,47300
2012,jews_and_others_female,12,46700
2012,jews_and_others_female,13,46000
2012,jews_and_others_female,14,45200
2012,jews_and_others_female,15,44100
2012,jews_and_others_female,15-19,215500
2012,jews_and_others_female,16,42900
2012,jews_and_others_female,17,42500
2012,jews_and_others_female,18,42900
2012,jews_and_others_female,19,43100
2012,jews_and_others_female,2,60800
2012,jews_and_others_female,20,43400
2012,jews_and_others_female,20-24,218900
2012,jews_and_others_female,21,43400
2012,jews_and_others_female,22,43500
2012,jews_and_others_female,23,44000
2012,jews_and_others_female,24,44600
2012,jews_and_others_female,25,45300
2012,jews_and_others_female,25-29,230500
2012,jews_and_others_female,26,46100
2012,jews_and_others_female,27,46300
2012,jews_and_others_female,28,46500
2012,jews_and_others_female,29,46300
2012,jews_and_others_female,3,59100
2012,jews_and_others_female,30,45700
2012,jews_and_others_female,30-34,223400
2012,jews_and_others_female,31,45400
2012,jews_and_others_female,32,45000
2012,jews_and_others_female,33,43800
2012,jews_and_others_female,34,43500
2012,jews_and_others_female,35,44800
2012,jews_and_others_female,35-39,217000
2012,jews_and_others_female,36,45100
2012,jews_and_others_female,37,43800
2012,jews_and_others_female,38,42200
2012,jews_and_others_female,39,41100
2012,jews_and_others_female,4,57000
2012,jews_and_others_female,40,41000
2012,jews_and_others_female,40-44,190200
2012,jews_and_others_female,41,40200
2012,jews_and_others_female,42,38100
2012,jews_and_others_female,43,36400
2012,jews_and_others_female,44,34500
2012,jews_and_others_female,45,33700
2012,jews_and_others_female,45-49,166100
2012,jews_and_others_female,46,33900
2012,jews_and_others_female,47,33200
2012,jews_and_others_female,48,32600
2012,jews_and_others_female,49,32700.000000000004
2012,jews_and_others_female,5,55100
2012,jews_and_others_female,5-9,262100.00000000003
2012,jews_and_others_female,50,33200
2012,jews_and_others_female,50-54,170200
2012,jews_and_others_female,51,34200
2012,jews_and_others_female,52,34600
2012,jews_and_others_female,53,34200
2012,jews_and_others_female,54,33900
2012,jews_and_others_female,55,34000
2012,jews_and_others_female,55-59,171300
2012,jews_and_others_female,56,34300
2012,jews_and_others_female,57,34300
2012,jews_and_others_female,58,34100
